,p_partkey,p_name,p_mfgr,p_brand,p_type,data,p_container,p_retailprice,p_comment,Unnamed: 9,p_type_suffix,ps_partkey,ps_suppkey,ps_availqty,ps_supplycost,ps_comment,Unnamed: 5,s_suppkey,s_name,s_address,s_nationkey,s_phone,s_acctbal,s_comment,Unnamed: 7,n_nationkey,n_name,n_regionkey,n_comment,Unnamed: 4,r_regionkey,r_name,r_comment,Unnamed: 3
27309,7454,orange lime lemon drab thistle,Manufacturer#4,Brand#41,STANDARD ANODIZED STEEL,47,WRAP BOX,1361.45,lyly along the careful,,STEEL,7454,712,3360,717.38,"ing, express deposits. furiously even requests thrash carefully foxes. slyly even excuses use blithely ",,712,Supplier#000000712,u0ZzFkqHLbJbJ,10,20-433-125-7032,24.49,y express theodolites are busily. bold theodolites cajole carefully furiously ironic pinto bea,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27361,467,cornflower lime midnight plum forest,Manufacturer#2,Brand#24,STANDARD BURNISHED STEEL,48,JUMBO PACK,1367.46,ependenc,,STEEL,467,218,4107,936.01,ounts ought to boost fluffily about the fluffily pending requests. requests use carefully after the foxes. carefully even requests sleep regularly about t,,218,Supplier#000000218,"c7CBVglgEM0XU,8bOU76GjEr5L5EXu9Uxa7U",10,20-180-767-8426,8843.88, fluffily. furiously regular instructions sleep slyly furiously regular packa,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27411,12955,sienna lavender peach steel red,Manufacturer#5,Brand#55,SMALL BURNISHED STEEL,42,SM CAN,1867.95,encies wake ,,STEEL,12955,218,9213,789.35,ronic accounts detect blithely bold instructions. ironically ironic ideas nag carefully furiously even accounts! quickly ironic packages outside the carefully ironic ideas are quick,,218,Supplier#000000218,"c7CBVglgEM0XU,8bOU76GjEr5L5EXu9Uxa7U",10,20-180-767-8426,8843.88, fluffily. furiously regular instructions sleep slyly furiously regular packa,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27439,19948,deep peach bisque almond chartreuse,Manufacturer#2,Brand#22,PROMO ANODIZED STEEL,44,SM DRUM,1867.94,al requests sleep,,STEEL,19948,218,5942,138.79,ironic instructions: final hockey players haggle. ironic deposits nag. carefully final accounts wake slyly final packages. blithely ,,218,Supplier#000000218,"c7CBVglgEM0XU,8bOU76GjEr5L5EXu9Uxa7U",10,20-180-767-8426,8843.88, fluffily. furiously regular instructions sleep slyly furiously regular packa,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27492,13189,sienna maroon lime floral lace,Manufacturer#1,Brand#14,LARGE BURNISHED STEEL,47,JUMBO BOX,1102.18,le furiously. furiousl,,STEEL,13189,979,6599,20.96,taphs cajole along the furiously pending instructions. unusual courts beside the blithely quick packages affix carefully after the fluffily unusual foxes. furiously regular,,979,Supplier#000000979,cdvHjrKZR7iDlmSWU2a,10,20-151-688-1408,9538.15,ckages cajole quietly carefully regular in,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27582,15716,metallic chiffon navy papaya linen,Manufacturer#2,Brand#21,LARGE BURNISHED STEEL,49,JUMBO PKG,1631.71,lyly according to the,,STEEL,15716,982,4901,740.31,ely. slyly regular platelets wake among the special deposits. deposits integrate slyly. ironic dolphins are blithely against the ir,,982,Supplier#000000982,2GJow4mz8ZkIPUSibA0NZ3OyR5TkfHx0,10,20-884-330-2979,9763.28,deas cajole carefully furiously regula,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27584,16183,almond dodger blanched deep drab,Manufacturer#5,Brand#55,ECONOMY PLATED STEEL,44,LG DRUM,1099.18,uctions. eve,,STEEL,16183,982,5583,254.12,sits. quickly pending orbits will have to haggle quickly across the even hockey players. requests are across the blithely even pains. slyly ironic instructions sleep,,982,Supplier#000000982,2GJow4mz8ZkIPUSibA0NZ3OyR5TkfHx0,10,20-884-330-2979,9763.28,deas cajole carefully furiously regula,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27609,2481,olive chocolate seashell goldenrod yellow,Manufacturer#2,Brand#21,SMALL PLATED STEEL,45,SM CAN,1383.48,s the carefull,,STEEL,2481,734,1034,958.88,"refully regular ideas: furiously even pinto beans according to the regular, regular excuses sleep above the regular packages. slyly f",,734,Supplier#000000734,dsoJfURkkt,10,20-428-370-2403,6479.49,ly pending excuses are. even instructions sleep furiously; reque,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27622,5733,olive magenta drab medium cornsilk,Manufacturer#5,Brand#51,ECONOMY BRUSHED STEEL,45,MED CAN,1638.73,es. deposit,,STEEL,5733,734,1105,746.07,"sits poach slyly even foxes. regular, regular deposits ought to promise slyly. quickly unusual accounts boost furiously ironic forges; quickly bold platelets eat ab",,734,Supplier#000000734,dsoJfURkkt,10,20-428-370-2403,6479.49,ly pending excuses are. even instructions sleep furiously; reque,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27645,11472,lawn linen sienna cornsilk sky,Manufacturer#4,Brand#45,STANDARD ANODIZED STEEL,50,LG BOX,1383.47,sly ironic ,,STEEL,11472,734,1732,881.9,ions wake fluffily ironic warhorses. fluffily final pinto beans among the ironic packages are qui,,734,Supplier#000000734,dsoJfURkkt,10,20-428-370-2403,6479.49,ly pending excuses are. even instructions sleep furiously; reque,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27655,13944,yellow cornsilk pink blush bisque,Manufacturer#3,Brand#31,LARGE ANODIZED STEEL,45,WRAP CASE,1857.94, waters a,,STEEL,13944,734,7486,840.1,lyly. slyly special accounts are furiously bold forges. carefully even packages sleep ironic packages. unusual pinto beans across the ,,734,Supplier#000000734,dsoJfURkkt,10,20-428-370-2403,6479.49,ly pending excuses are. even instructions sleep furiously; reque,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27679,19926,cream dark chocolate lime dodger,Manufacturer#4,Brand#42,MEDIUM PLATED STEEL,45,MED CAN,1845.92, wake f,,STEEL,19926,734,6505,500.25, accounts: requests detect furiously ideas. regular theodolites above the fluffily pending platelets are blithely blithely bold ,,734,Supplier#000000734,dsoJfURkkt,10,20-428-370-2403,6479.49,ly pending excuses are. even instructions sleep furiously; reque,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27691,2984,magenta dodger honeydew purple peach,Manufacturer#1,Brand#11,LARGE PLATED STEEL,47,MED CAN,1886.98,ld instructions,,STEEL,2984,489,2913,142.42,l warhorses haggle about the furiously regular pinto beans; slyly,,489,Supplier#000000489,y9NMoYGxDUPfrB1GwjYhLtCeV7pOt,10,20-375-500-2226,9836.43, quickly carefully pending accounts. fina,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27708,7231,lavender orange royal cornsilk powder,Manufacturer#4,Brand#45,MEDIUM ANODIZED STEEL,42,LG BAG,1138.23,pinto beans doze about,,STEEL,7231,489,3633,720.95,"s sleep blithely. regular requests among the blithely thin theodolites wake sometimes orbits. blithely even platelets around the even packages wake final, special ideas. slyly regula",,489,Supplier#000000489,y9NMoYGxDUPfrB1GwjYhLtCeV7pOt,10,20-375-500-2226,9836.43, quickly carefully pending accounts. fina,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27711,7974,moccasin orchid lavender ghost dim,Manufacturer#2,Brand#24,MEDIUM BURNISHED STEEL,50,MED JAR,1881.97,tions haggle. blit,,STEEL,7974,489,273,789.75, carefully even ideas. ironic pinto beans wake quickly. furiously final pinto beans according to the blithely final deposits nod unusual packag,,489,Supplier#000000489,y9NMoYGxDUPfrB1GwjYhLtCeV7pOt,10,20-375-500-2226,9836.43, quickly carefully pending accounts. fina,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27743,15958,turquoise floral orange grey ivory,Manufacturer#5,Brand#54,ECONOMY ANODIZED STEEL,42,JUMBO CASE,1873.95,lar ideas affix bo,,STEEL,15958,489,816,34.98,as use carefully inside the pending packages. carefully bold packages across the instructions sleep alongside of the dependencies: slyly regular req,,489,Supplier#000000489,y9NMoYGxDUPfrB1GwjYhLtCeV7pOt,10,20-375-500-2226,9836.43, quickly carefully pending accounts. fina,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27746,16690,khaki peru spring white moccasin,Manufacturer#5,Brand#54,MEDIUM BURNISHED STEEL,46,SM BOX,1606.69,efully brave gi,,STEEL,16690,489,3757,920.3,lyly ironic requests. carefully even pinto beans snooze busily against the ironic attainments. slyly ,,489,Supplier#000000489,y9NMoYGxDUPfrB1GwjYhLtCeV7pOt,10,20-375-500-2226,9836.43, quickly carefully pending accounts. fina,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27753,18488,ivory magenta violet chocolate light,Manufacturer#1,Brand#11,STANDARD BRUSHED STEEL,50,SM BOX,1406.48,atelets acr,,STEEL,18488,489,5696,630.13,ost blithely regular pinto beans. even ideas haggle quietly across the regular requests-- carefully bold pai,,489,Supplier#000000489,y9NMoYGxDUPfrB1GwjYhLtCeV7pOt,10,20-375-500-2226,9836.43, quickly carefully pending accounts. fina,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27824,16239,firebrick sandy dim beige purple,Manufacturer#2,Brand#24,MEDIUM BRUSHED STEEL,42,WRAP BAG,1155.23,ful packages. d,,STEEL,16239,240,5590,452.61,y foxes. fluffily even notornis are. pinto beans along the packages wake furiously after the final pi,,240,Supplier#000000240,yMzL86zw28z6sMa,10,20-843-630-4161,6537.07,"sly. final, regular pinto beans unwind slyl",,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27830,17705,plum purple blush ivory green,Manufacturer#4,Brand#43,ECONOMY ANODIZED STEEL,44,JUMBO PKG,1622.7,pendin,,STEEL,17705,240,1838,408.06,"ly special deposits affix blithely across the regular, express accounts. blithely i",,240,Supplier#000000240,yMzL86zw28z6sMa,10,20-843-630-4161,6537.07,"sly. final, regular pinto beans unwind slyl",,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27872,8248,orchid burnished dodger sienna seashell,Manufacturer#5,Brand#55,MEDIUM BRUSHED STEEL,48,JUMBO BOX,1156.24, final deposits was d,,STEEL,8248,249,1694,562.2,uickly unusual packages. slyly final requests according to the carefully ironic,,249,Supplier#000000249,ktpns6Bvu4fP8Wzzlc8,10,20-241-221-7700,2800.6, regular excuses about the blithely pen,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27878,9730,blue coral lavender navajo frosted,Manufacturer#1,Brand#13,PROMO PLATED STEEL,50,SM CASE,1639.73,hely ,,STEEL,9730,249,8437,986.1,accounts. slyly pending requests are furiously. accounts wake near the carefully ironic warhorses. quickly regular pack,,249,Supplier#000000249,ktpns6Bvu4fP8Wzzlc8,10,20-241-221-7700,2800.6, regular excuses about the blithely pen,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27889,12462,snow cornflower deep rose tan,Manufacturer#2,Brand#22,MEDIUM BURNISHED STEEL,42,MED CASE,1374.46,"ffix? final, special",,STEEL,12462,249,6957,61.34," whithout the slyly final packages use furiously pending epitaphs. theodolites was ironic, express theodolites. accounts nag. busily pending foxes sleep carefully along the d",,249,Supplier#000000249,ktpns6Bvu4fP8Wzzlc8,10,20-241-221-7700,2800.6, regular excuses about the blithely pen,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27901,15453,forest magenta burnished peach chartreuse,Manufacturer#1,Brand#14,LARGE BURNISHED STEEL,46,LG CASE,1368.45,y final ,,STEEL,15453,249,4441,449.78,s boost carefully final accounts. quickly ironic accounts detect after the furiously ironic requests. quickly fin,,249,Supplier#000000249,ktpns6Bvu4fP8Wzzlc8,10,20-241-221-7700,2800.6, regular excuses about the blithely pen,,10,IRAN,4,efully alongside of the slyly final dependencies. ,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27930,2523,bisque coral blue green chartreuse,Manufacturer#2,Brand#24,LARGE PLATED STEEL,46,MED BAG,1425.52,the carefully pendi,,STEEL,2523,524,4998,506.36,unts run furiously quickly special theodolites. special accounts cajole furiously. fur,,524,Supplier#000000524,"rTYNcqhFosNU,4",13,23-993-423-3788,5093.35,c theodolites integrate quickly ironic deposits. furiously even de,,13,JORDAN,4,ic deposits are blithely about the carefully regular pa,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27946,6523,hot maroon lawn moccasin ivory,Manufacturer#1,Brand#11,MEDIUM ANODIZED STEEL,43,MED BOX,1429.52,out the quickly ,,STEEL,6523,524,4941,343.21,fily sly foxes haggle furiously express dependencies. quickly bold packa,,524,Supplier#000000524,"rTYNcqhFosNU,4",13,23-993-423-3788,5093.35,c theodolites integrate quickly ironic deposits. furiously even de,,13,JORDAN,4,ic deposits are blithely about the carefully regular pa,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
27966,11523,dodger olive pink pale white,Manufacturer#1,Brand#12,STANDARD BURNISHED STEEL,50,WRAP PKG,1434.52,nto beans subl,,STEEL,11523,524,9666,847.97,"e. carefully regular pinto beans cajole carefully. special, special dependencies run slyly along the excuses. furiously ironic packages hagg",,524,Supplier#000000524,"rTYNcqhFosNU,4",13,23-993-423-3788,5093.35,c theodolites integrate quickly ironic deposits. furiously even de,,13,JORDAN,4,ic deposits are blithely about the carefully regular pa,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
