o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment|l_orderkey|l_partkey|l_suppkey|l_linenumber|l_quantity|l_extendedprice|l_discount|l_tax|l_returnflag|l_linestatus|l_shipdate|l_commitdate|l_receiptdate|l_shipinstruct|l_shipmode|l_comment
480481|11425|O|117782.81|1995-10-26|3-MEDIUM|Clerk#000000840|0|counts x-ray blithely along the slyly re|480481|420|421|2|21.00|27728.82|0.09|0.05|N|O|1995-12-24|1996-01-04|1996-01-07|TAKE BACK RETURN|AIR|ndencies. 
480615|1544|F|193672.62|1994-12-24|5-LOW|Clerk#000000063|0|odolites. special foxes are thinly. blithel|480615|2084|337|2|42.00|41415.36|0.01|0.01|A|F|1995-03-08|1995-03-10|1995-03-26|COLLECT COD|AIR|tly! slyly spec
480740|4951|P|192468.87|1995-04-13|1-URGENT|Clerk#000000713|0| pearls sleep according to the doggedly regular d|480740|3938|939|1|3.00|5525.79|0.05|0.02|R|F|1995-05-12|1995-06-05|1995-06-11|DELIVER IN PERSON|AIR|s accounts across the even theodolit
481092|5959|O|227676.39|1995-08-06|1-URGENT|Clerk#000000054|0|against the furiously special dependencies. special, ironic deposits s|481092|15008|804|6|39.00|35997.00|0.06|0.00|N|O|1995-09-10|1995-09-13|1995-09-22|TAKE BACK RETURN|RAIL|the carefully fina
481319|12104|P|143746.02|1995-05-01|3-MEDIUM|Clerk#000000254|0|ts. fluffily final ideas about the furiously |481319|2544|301|2|15.00|21698.10|0.09|0.08|N|F|1995-06-16|1995-07-10|1995-07-16|COLLECT COD|AIR|arefully pending 
481409|13853|P|256459.44|1995-05-15|5-LOW|Clerk#000000643|0|sts. fluffily pending deposits hinder|481409|14679|472|6|6.00|9562.02|0.07|0.02|N|O|1995-07-13|1995-07-17|1995-08-01|DELIVER IN PERSON|AIR| dependencies are quickly alongside of th
481632|2936|O|130774.93|1995-09-03|1-URGENT|Clerk#000000892|0|cial foxes haggle furiously carefully ironic packages. furiously ruthl|481632|7576|91|1|34.00|50441.38|0.04|0.06|N|O|1995-10-03|1995-10-13|1995-11-01|TAKE BACK RETURN|AIR| sleep slyly. bold pinto b
481639|11771|P|177439.72|1995-06-09|1-URGENT|Clerk#000000507|0|. regular theodolites boost quickly |481639|5449|960|1|41.00|55532.04|0.00|0.05|N|O|1995-08-03|1995-08-15|1995-08-21|COLLECT COD|RAIL|y final ideas. blithely daring requests 
481923|10046|F|40673.11|1994-12-14|2-HIGH|Clerk#000000693|0| express instructions haggle against the unusual theodolites. silen|481923|5554|810|2|21.00|30650.55|0.02|0.01|A|F|1995-01-09|1995-01-30|1995-02-06|COLLECT COD|AIR|he furiously special excuses. slyl
481925|7523|F|134105.63|1994-12-27|4-NOT SPECIFIED|Clerk#000000120|0| furiously. ironic theodolites sleep slyly. carefully regular court|481925|19402|403|6|18.00|23785.20|0.05|0.00|A|F|1995-01-30|1995-01-31|1995-02-21|DELIVER IN PERSON|RAIL| hockey players engage quickly brave asy
482048|1285|F|265705.89|1995-03-20|4-NOT SPECIFIED|Clerk#000000331|0|e carefully regular requ|482048|14806|335|1|36.00|61948.80|0.08|0.03|R|F|1995-05-17|1995-06-01|1995-06-12|DELIVER IN PERSON|AIR|s are fluffily at the furi
482084|11408|O|334869.75|1995-11-02|5-LOW|Clerk#000000492|0|ly blithely ironic deposits. deposits are. even ideas nag fluffily against|482084|16411|210|6|9.00|11946.69|0.07|0.06|N|O|1995-12-09|1995-12-31|1996-01-01|DELIVER IN PERSON|AIR|ully bold re
482340|6392|F|60037.93|1994-12-07|4-NOT SPECIFIED|Clerk#000000170|0| pending courts. fluffily dogged dependencies wake carefully theod|482340|13079|343|1|6.00|5952.42|0.09|0.07|R|F|1995-02-19|1995-03-01|1995-03-03|NONE|AIR|eodolites haggle
482660|9739|O|73235.36|1995-10-18|4-NOT SPECIFIED|Clerk#000000407|0|y bold pinto beans cajo|482660|14403|404|1|14.00|18443.60|0.09|0.07|N|O|1995-11-07|1995-11-28|1995-12-07|COLLECT COD|AIR| kindle after the regular theodolites
482820|6835|O|376229.38|1995-09-05|2-HIGH|Clerk#000000422|0|quests nag. even packages nag slyly b|482820|12701|702|4|47.00|75843.90|0.01|0.08|N|O|1995-10-31|1995-11-12|1995-11-17|NONE|AIR| blithely even courts w
482882|11501|P|240778.24|1995-04-21|4-NOT SPECIFIED|Clerk#000000911|0|l ideas. quickly pending pac|482882|9000|259|1|38.00|34542.00|0.05|0.07|N|F|1995-05-25|1995-05-31|1995-06-20|NONE|AIR|ently alon
482883|5635|P|287253.42|1995-05-31|2-HIGH|Clerk#000000499|0|gular accounts boost silently depos|482883|10297|558|4|13.00|15694.77|0.01|0.04|N|O|1995-06-23|1995-07-01|1995-07-19|COLLECT COD|RAIL|use carefully against the
482976|1727|F|118798.37|1994-12-30|1-URGENT|Clerk#000000973|0|ourts thrash. carefully even requests sleep furiously after the slyly final|482976|13310|837|1|47.00|57495.57|0.10|0.08|R|F|1995-01-29|1995-02-05|1995-02-19|TAKE BACK RETURN|RAIL|l deposits cajole. enticing theodolit
483495|3178|P|129489.98|1995-04-17|4-NOT SPECIFIED|Clerk#000000629|0|foxes. blithely careful |483495|10830|351|4|2.00|3481.66|0.02|0.02|A|F|1995-05-15|1995-05-26|1995-06-03|DELIVER IN PERSON|RAIL|t. slyly un
483621|10129|P|179563.16|1995-05-08|4-NOT SPECIFIED|Clerk#000000755|0|ost furiously alongside of the requests. slyly regular|483621|3201|202|1|4.00|4416.80|0.10|0.07|N|O|1995-07-21|1995-08-01|1995-08-08|NONE|RAIL|al requests b
483747|7849|P|259483.69|1995-04-03|4-NOT SPECIFIED|Clerk#000000774|0|inal packages: slyly blithe frets cajole carefully sly|483747|7487|745|2|36.00|50201.28|0.00|0.07|R|F|1995-05-15|1995-05-23|1995-05-25|TAKE BACK RETURN|RAIL|ages! slyly silent decoys u
483974|10375|O|216457.38|1995-09-07|5-LOW|Clerk#000000242|0|nal theodolites. blithely final deposits maintai|483974|12959|484|3|48.00|89853.60|0.01|0.05|N|O|1995-10-21|1995-11-16|1995-11-19|COLLECT COD|RAIL|ake quickly abov
484194|11173|O|155687.31|1995-08-29|5-LOW|Clerk#000000353|0|ronic ideas. furiousl|484194|12723|724|1|32.00|52343.04|0.08|0.04|N|O|1995-10-20|1995-11-07|1995-11-17|COLLECT COD|RAIL|ounts sleep against the fluffily unusual
484835|11803|F|74404.98|1995-01-31|4-NOT SPECIFIED|Clerk#000000444|0|ions boost among the regular packages. fluffily fluffy a|484835|1479|233|2|46.00|63501.62|0.07|0.02|A|F|1995-02-23|1995-03-20|1995-03-22|COLLECT COD|RAIL|lly unusual requests use 
485217|7663|O|226072.45|1995-09-08|2-HIGH|Clerk#000000040|0|during the quickly brave packages. slyly final packages at |485217|8581|582|1|45.00|67031.10|0.10|0.03|N|O|1995-10-31|1995-11-03|1995-11-24|TAKE BACK RETURN|RAIL|bove the carefu
485696|7420|P|160481.36|1995-04-13|5-LOW|Clerk#000000133|0|egular multipliers. deposits nag|485696|19543|82|4|23.00|33638.42|0.03|0.05|R|F|1995-05-23|1995-06-08|1995-06-11|NONE|AIR|ly brave realms bo
485703|13978|P|86617.16|1995-04-06|4-NOT SPECIFIED|Clerk#000000443|0|ns. special, enticing requests are slyly quickly sil|485703|11131|393|3|16.00|16674.08|0.07|0.05|A|F|1995-05-28|1995-05-31|1995-06-17|COLLECT COD|RAIL|pecial requests are furiously
486019|9832|O|90730.09|1995-09-13|2-HIGH|Clerk#000000643|0|y even asymptotes. unusual, pending excuses acc|486019|7425|426|3|8.00|10659.36|0.01|0.01|N|O|1995-11-15|1995-11-20|1995-12-15|DELIVER IN PERSON|RAIL|nal platelets are. finally ironi
486049|455|F|222211.00|1995-01-11|4-NOT SPECIFIED|Clerk#000000187|0|onic excuses. daringly regular ideas dazzle furiously: ca|486049|9143|144|1|49.00|51554.86|0.05|0.00|A|F|1995-02-23|1995-03-12|1995-03-24|DELIVER IN PERSON|AIR|thely abov
486756|11417|O|248472.54|1995-10-05|1-URGENT|Clerk#000000496|0|ze excuses. furiously ironic warthogs poach slyly quickly |486756|8551|552|1|37.00|54003.35|0.00|0.04|N|O|1995-12-02|1995-12-06|1995-12-11|COLLECT COD|AIR|along the regular, final foxes boost c
486756|11417|O|248472.54|1995-10-05|1-URGENT|Clerk#000000496|0|ze excuses. furiously ironic warthogs poach slyly quickly |486756|13574|364|3|17.00|25288.69|0.09|0.08|N|O|1995-11-19|1995-11-23|1995-12-13|NONE|RAIL|r accounts. unusual id
486917|14311|F|120209.39|1995-02-25|2-HIGH|Clerk#000000221|0|y regular asymptotes sleep carefully. blithely final packages |486917|8269|270|3|29.00|34140.54|0.08|0.06|A|F|1995-04-02|1995-04-12|1995-04-18|COLLECT COD|RAIL| detect carefully express req
487010|12436|O|76294.88|1995-11-18|4-NOT SPECIFIED|Clerk#000000413|0|ccording to the slyly regular deposits|487010|18663|932|1|20.00|31633.20|0.01|0.08|N|O|1995-12-31|1996-01-04|1996-01-29|DELIVER IN PERSON|AIR| dazzle furiously. bold packages boost q
487365|4576|F|28601.49|1995-02-10|2-HIGH|Clerk#000000108|0|quickly ironic deposits. special d|487365|6290|291|1|23.00|27514.67|0.01|0.05|A|F|1995-04-09|1995-04-16|1995-04-20|COLLECT COD|AIR|s. blithely express deposi
487399|9998|F|120746.17|1994-11-09|4-NOT SPECIFIED|Clerk#000000427|0|ly express instructions. pending theodolites nag. quickly exp|487399|19770|40|3|7.00|11828.39|0.09|0.08|A|F|1994-12-25|1995-01-07|1995-01-11|TAKE BACK RETURN|RAIL| breach quickly accordin
487555|12526|O|282893.16|1995-08-31|2-HIGH|Clerk#000000710|0|y bold packages are stealthily along the furiously pe|487555|4923|924|1|10.00|18279.20|0.06|0.08|N|O|1995-09-26|1995-10-04|1995-10-06|COLLECT COD|RAIL|carefully express foxes sleep sl
487648|3047|O|96359.42|1995-09-26|1-URGENT|Clerk#000000404|0|ests. ironic dolphins thrash quickly. carefully re|487648|633|384|1|23.00|35273.49|0.10|0.01|N|O|1995-11-02|1995-11-10|1995-11-29|DELIVER IN PERSON|RAIL|lly final escapades are. carefully
487842|3673|O|253386.45|1995-09-08|1-URGENT|Clerk#000000147|0|s. slyly regular deposits nod about|487842|16060|61|7|45.00|43922.70|0.04|0.06|N|O|1995-11-19|1995-11-24|1995-12-04|COLLECT COD|AIR|press deposits haggle 
487845|2066|F|93544.03|1995-01-24|2-HIGH|Clerk#000000820|0|s nag slyly bold, final packages. blithely bold r|487845|19194|195|1|46.00|51206.74|0.01|0.00|R|F|1995-03-09|1995-03-12|1995-03-21|TAKE BACK RETURN|AIR|ly along the ev
488517|8983|O|273824.94|1995-05-18|1-URGENT|Clerk#000000618|0|e carefully quickly even dependencies. furiously s|488517|11330|114|5|23.00|28550.59|0.04|0.08|N|O|1995-07-05|1995-07-08|1995-08-03|COLLECT COD|AIR|. furiously regular plat
488647|6604|F|184668.65|1994-10-11|1-URGENT|Clerk#000000399|0|ully express pinto beans haggle. slowly pending deposits affi|488647|10227|748|5|20.00|22744.40|0.08|0.06|R|F|1994-12-30|1995-01-01|1995-01-28|DELIVER IN PERSON|AIR|cial excuses x-ray quickly final requests
488679|11071|P|155970.47|1995-04-18|1-URGENT|Clerk#000000775|0|ld packages sleep. special reque|488679|3869|123|1|14.00|24820.04|0.05|0.05|N|F|1995-05-29|1995-05-31|1995-06-20|DELIVER IN PERSON|RAIL|s detect. carefully even ideas ca
488736|6574|O|204196.88|1995-09-12|5-LOW|Clerk#000000982|0|e. furiously bold theodolites sleep quickly. qui|488736|18723|724|6|16.00|26267.52|0.10|0.00|N|O|1995-11-02|1995-11-14|1995-11-16|DELIVER IN PERSON|AIR|ckages integrate
488738|11464|F|212638.73|1994-10-02|2-HIGH|Clerk#000000102|0|. asymptotes cajole. slyly express courts are |488738|12646|909|2|7.00|10910.48|0.03|0.02|A|F|1994-12-11|1994-12-22|1995-01-03|TAKE BACK RETURN|RAIL|e accounts. slyly final accounts wake. furi
488899|6989|O|267375.20|1995-11-02|3-MEDIUM|Clerk#000000983|0|! even, special instructions|488899|9541|542|3|44.00|63823.76|0.00|0.03|N|O|1995-12-07|1996-01-04|1996-01-05|COLLECT COD|AIR|its according to the even, re
488899|6989|O|267375.20|1995-11-02|3-MEDIUM|Clerk#000000983|0|! even, special instructions|488899|19641|642|5|12.00|18727.68|0.07|0.06|N|O|1995-12-28|1996-01-01|1996-01-21|NONE|RAIL|final, bold escapades cajole even accounts.
488900|7006|O|263414.02|1995-08-12|5-LOW|Clerk#000000977|0|l tithes doubt evenly. slyly unusual platelets use abou|488900|5644|410|2|49.00|75932.36|0.10|0.08|N|O|1995-09-23|1995-09-24|1995-10-02|DELIVER IN PERSON|AIR|s; unusual, ironic deposits
489474|12319|O|59284.32|1995-11-05|4-NOT SPECIFIED|Clerk#000000537|0|ose packages boost blithely. carefully close packages boost|489474|1267|21|2|10.00|11682.60|0.09|0.04|N|O|1995-12-17|1995-12-29|1996-01-14|DELIVER IN PERSON|RAIL|eposits wake s
489506|6619|F|232840.83|1994-12-27|2-HIGH|Clerk#000000089|0|efully according to the slyly ironic|489506|6689|690|3|50.00|79784.00|0.10|0.05|A|F|1995-01-24|1995-02-06|1995-02-10|COLLECT COD|RAIL| haggle. special
489671|3544|F|299702.23|1995-02-11|4-NOT SPECIFIED|Clerk#000000647|0|nt deposits alongside of the quickly sil|489671|17268|70|4|25.00|29631.50|0.07|0.01|R|F|1995-03-13|1995-03-14|1995-03-19|NONE|AIR|equests are. specia
489671|3544|F|299702.23|1995-02-11|4-NOT SPECIFIED|Clerk#000000647|0|nt deposits alongside of the quickly sil|489671|646|397|7|47.00|72692.08|0.00|0.05|A|F|1995-04-01|1995-04-20|1995-04-26|DELIVER IN PERSON|AIR| sleep furiously bold, final pi
490116|8083|P|147278.74|1995-04-21|4-NOT SPECIFIED|Clerk#000000254|0|lose packages haggle slyly. slyly bold accounts alo|490116|6565|822|2|30.00|44146.80|0.08|0.05|N|F|1995-06-17|1995-06-23|1995-06-29|TAKE BACK RETURN|AIR|ent requests are furiously pending foxe
490274|7255|O|29383.67|1995-06-19|5-LOW|Clerk#000000004|0|e carefully even ideas. fluffily bold packages use across the br|490274|5310|566|1|11.00|13368.41|0.08|0.02|N|O|1995-08-04|1995-08-12|1995-09-01|NONE|RAIL|ss requests are. ide
490369|1871|F|219597.81|1994-12-14|5-LOW|Clerk#000000462|0| bold requests. silen|490369|2068|321|4|17.00|16491.02|0.06|0.01|R|F|1995-01-11|1995-01-24|1995-02-05|TAKE BACK RETURN|RAIL|es. slyly special packages sleep furiously 
490819|12971|O|242789.29|1995-08-05|1-URGENT|Clerk#000000767|0|tructions cajole even, brave requ|490819|9201|202|1|6.00|6661.20|0.02|0.04|N|O|1995-10-22|1995-10-29|1995-11-21|COLLECT COD|RAIL|ts cajole carefully final req
490819|12971|O|242789.29|1995-08-05|1-URGENT|Clerk#000000767|0|tructions cajole even, brave requ|490819|4905|668|3|3.00|5429.70|0.09|0.04|N|O|1995-10-23|1995-10-24|1995-10-26|TAKE BACK RETURN|RAIL|equests haggle enticing, special depende
490912|14173|P|132488.01|1995-03-11|1-URGENT|Clerk#000000694|0|y bold ideas. furiously enticing pinto |490912|15321|117|3|45.00|55634.40|0.01|0.05|R|F|1995-04-23|1995-05-13|1995-05-18|NONE|AIR|ng requests wake. quic
490950|13783|O|49332.48|1995-07-31|2-HIGH|Clerk#000000639|0|totes. blithely regular dependencies |490950|7671|929|1|34.00|53674.78|0.09|0.01|N|O|1995-09-22|1995-09-28|1995-09-29|DELIVER IN PERSON|AIR|tions detect furiously ironic reque
490978|2020|P|220945.59|1995-04-01|1-URGENT|Clerk#000000173|0|sleep final, special requests|490978|8308|567|5|31.00|37705.30|0.06|0.04|N|O|1995-06-19|1995-06-20|1995-07-13|TAKE BACK RETURN|AIR|phs. regular cour
491142|2494|F|205086.34|1994-10-22|3-MEDIUM|Clerk#000000672|0|play along the quickly ironic packages. blit|491142|14244|509|1|37.00|42854.88|0.10|0.04|A|F|1995-01-10|1995-01-17|1995-01-22|DELIVER IN PERSON|RAIL|according to the sl
491169|1748|P|306739.04|1995-04-20|5-LOW|Clerk#000000069|0|the slyly even theodolites! accounts sleep exp|491169|15869|665|3|27.00|48191.22|0.03|0.01|N|F|1995-06-12|1995-06-25|1995-07-01|DELIVER IN PERSON|RAIL| fluffily pinto beans. regular,
491426|6475|P|87082.87|1995-03-13|1-URGENT|Clerk#000000026|0|p carefully around the carefully special acco|491426|12436|437|3|27.00|36407.61|0.10|0.07|R|F|1995-04-07|1995-04-24|1995-05-07|NONE|AIR|o beans boost blith
491557|1924|O|193908.66|1995-06-20|1-URGENT|Clerk#000000353|0| platelets along the unusual foxes maintain fluffily across the|491557|9636|896|5|28.00|43277.64|0.00|0.00|N|O|1995-08-22|1995-09-03|1995-09-15|COLLECT COD|RAIL| carefully final de
491685|3832|O|59236.07|1995-09-15|4-NOT SPECIFIED|Clerk#000000584|0|l deposits use ironic, unusual reques|491685|2592|593|1|14.00|20924.26|0.02|0.04|N|O|1995-11-19|1995-12-13|1995-12-18|COLLECT COD|AIR|ound the regular accounts. quickly regul
491876|14947|F|145356.62|1994-12-31|4-NOT SPECIFIED|Clerk#000000827|0|encies engage slyly. bold theodolites run among the silent asymptotes. |491876|1934|186|2|13.00|23867.09|0.08|0.07|R|F|1995-03-01|1995-03-08|1995-03-22|TAKE BACK RETURN|AIR|l accounts sleep fluffily. ironic 
492065|10420|F|95278.76|1995-01-09|1-URGENT|Clerk#000000007|0|lyly pending foxes. fin|492065|18281|86|2|25.00|29982.00|0.03|0.08|R|F|1995-02-23|1995-03-21|1995-03-22|TAKE BACK RETURN|RAIL|usual accounts after the 
492102|2294|O|262479.98|1995-10-26|3-MEDIUM|Clerk#000000804|0|even requests wake blithely after the slyly regular gro|492102|15550|816|4|22.00|32242.10|0.07|0.02|N|O|1995-12-17|1995-12-29|1996-01-07|TAKE BACK RETURN|AIR|its lose blithely ironic inst
492162|6604|O|79585.80|1995-05-23|5-LOW|Clerk#000000389|0|ns. regular, slow accounts dazzle. accounts aff|492162|3199|959|1|24.00|26452.56|0.01|0.01|N|O|1995-07-28|1995-07-30|1995-08-04|TAKE BACK RETURN|RAIL|ly even ideas use regularly iron
492228|14033|O|215011.66|1995-05-31|2-HIGH|Clerk#000000688|0|s against the regul|492228|12299|824|1|19.00|23014.51|0.08|0.05|N|O|1995-07-23|1995-08-01|1995-08-02|COLLECT COD|AIR|e requests. blithely regular pa
492228|14033|O|215011.66|1995-05-31|2-HIGH|Clerk#000000688|0|s against the regul|492228|12852|115|6|13.00|22943.05|0.02|0.06|N|O|1995-07-17|1995-07-28|1995-08-11|NONE|AIR|lyly enticing pack
492262|7741|F|234358.54|1995-02-16|2-HIGH|Clerk#000000887|0| around the furiously even fo|492262|3134|894|4|48.00|49782.24|0.04|0.03|A|F|1995-03-24|1995-04-05|1995-04-13|COLLECT COD|RAIL|ve the special, unusual 
492358|14221|P|193443.23|1995-05-21|3-MEDIUM|Clerk#000000864|0|grate alongside of the even, final platelets: blithely idle depende|492358|15866|132|5|28.00|49892.08|0.07|0.05|N|O|1995-08-01|1995-08-18|1995-08-24|DELIVER IN PERSON|RAIL| are blithely among the evenly final accoun
492482|11407|O|257825.07|1995-06-12|5-LOW|Clerk#000000718|0|e the pinto beans cajole thinly sometimes regular accounts. fluffily even a|492482|16230|29|4|14.00|16047.22|0.05|0.00|N|O|1995-08-04|1995-08-30|1995-08-31|DELIVER IN PERSON|AIR|e never. ironic, bold deposits slee
492512|2998|P|200701.84|1995-05-03|5-LOW|Clerk#000000488|0|uriously pending accounts. fluffily ironic excuses boos|492512|10027|808|4|21.00|19677.42|0.04|0.04|N|F|1995-06-11|1995-06-14|1995-06-22|NONE|AIR| patterns haggle car
492965|9049|F|122905.20|1995-01-27|1-URGENT|Clerk#000000504|0| dependencies. slyly silent gifts along |492965|2969|474|1|37.00|69262.52|0.02|0.06|A|F|1995-03-22|1995-04-03|1995-04-21|TAKE BACK RETURN|AIR|tes haggle stealthil
493923|3749|O|36916.19|1995-09-20|4-NOT SPECIFIED|Clerk#000000785|0|ncies. unusual, bold account|493923|1160|161|1|31.00|32895.96|0.02|0.02|N|O|1995-10-23|1995-10-30|1995-11-15|DELIVER IN PERSON|RAIL|ounts play. final pinto beans boost slyl
495204|2422|O|189699.52|1995-06-25|4-NOT SPECIFIED|Clerk#000000200|0| the special deposits. fluffily even instructi|495204|12122|385|5|23.00|23784.76|0.00|0.04|N|O|1995-08-04|1995-09-02|1995-09-03|COLLECT COD|AIR| packages slee
495302|6316|O|282603.39|1995-06-22|4-NOT SPECIFIED|Clerk#000000478|0|s boost quickly according to the accounts. carefully pending tithes hag|495302|8018|535|7|16.00|14816.16|0.05|0.08|N|O|1995-07-19|1995-07-24|1995-08-10|DELIVER IN PERSON|RAIL| the quickly special foxes. 
495463|10511|F|239318.36|1994-10-30|3-MEDIUM|Clerk#000000091|0|ckly even packages. sheaves run furiously. bold somas doubt furiously along |495463|14995|524|6|47.00|89769.53|0.09|0.03|A|F|1995-01-12|1995-01-13|1995-01-23|COLLECT COD|RAIL| unusual instructi
495685|8683|P|180462.76|1995-05-04|3-MEDIUM|Clerk#000000758|0|equests against the carefully regular requests |495685|7354|126|2|35.00|44147.25|0.08|0.04|N|F|1995-06-11|1995-06-13|1995-06-20|DELIVER IN PERSON|AIR|ounts. flu
495685|8683|P|180462.76|1995-05-04|3-MEDIUM|Clerk#000000758|0|equests against the carefully regular requests |495685|17645|447|6|19.00|29690.16|0.03|0.03|N|F|1995-06-17|1995-06-18|1995-07-03|DELIVER IN PERSON|RAIL|e. blithely express instr
495777|3028|F|190348.91|1994-10-17|1-URGENT|Clerk#000000820|0|he slyly express pack|495777|7952|467|3|4.00|7439.80|0.04|0.07|R|F|1995-01-10|1995-01-13|1995-01-24|TAKE BACK RETURN|AIR|ial dependencies int
496103|2806|P|282006.02|1995-03-14|3-MEDIUM|Clerk#000000396|0|t the ironic, final deposits. excuses sleep among th|496103|752|3|1|20.00|33055.00|0.00|0.06|A|F|1995-04-15|1995-04-21|1995-04-27|NONE|RAIL| wake carefully fluffi
496103|2806|P|282006.02|1995-03-14|3-MEDIUM|Clerk#000000396|0|t the ironic, final deposits. excuses sleep among th|496103|14600|601|5|22.00|33321.20|0.01|0.08|R|F|1995-05-07|1995-05-08|1995-05-24|TAKE BACK RETURN|RAIL|ckly regular epitaphs. furiously
497637|14344|F|199224.22|1995-02-08|2-HIGH|Clerk#000000220|0|. ironic, final pinto beans wake after the carefully |497637|1098|601|5|38.00|37965.42|0.05|0.07|R|F|1995-04-05|1995-04-26|1995-05-04|COLLECT COD|RAIL|use slyly quickly final packages.
497703|5029|O|204903.28|1995-08-21|3-MEDIUM|Clerk#000000382|0|ly? quickly regular grouches haggl|497703|875|876|4|10.00|17758.70|0.07|0.00|N|O|1995-11-06|1995-11-11|1995-12-06|TAKE BACK RETURN|AIR|ly even ideas. fluffily silent p
497927|1630|P|248757.30|1995-04-05|4-NOT SPECIFIED|Clerk#000000176|0|latelets cajole permanently. carefully final hockey players haggle fluffily |497927|2567|820|3|32.00|47025.92|0.09|0.08|A|F|1995-05-06|1995-05-10|1995-05-31|TAKE BACK RETURN|RAIL|s integrate even deposits. slyly
498176|9619|O|344211.78|1995-12-01|5-LOW|Clerk#000000214|0|y. always close ideas print ca|498176|11988|250|6|2.00|3799.96|0.03|0.04|N|O|1995-12-30|1996-01-13|1996-01-23|DELIVER IN PERSON|AIR|nts wake furiously bol
